,user_id,购买频率,活跃度,复购次数,活跃时间,种类数量
117,3671520,22.0,370.5,48,23,399
118,3694961,105.1,2156.1,30,23,3669
119,3709994,6.9,311.2,22,23,474
120,3712578,19.4,360.5,50,23,482
121,3714513,5.5,228.3,31,23,396
122,3731463,13.6,858.3000000000001,18,22,1171
123,3830694,25.799999999999997,319.8,21,23,393
124,3840121,52.900000000000006,872.8000000000001,25,23,1203
125,3864501,4.699999999999999,47.7,20,23,70
126,3878869,6.2,182.50000000000003,10,23,422
127,4053567,10.2,594.4,30,23,1035
128,4060646,7.2,221.1,31,23,319
129,4077888,19.799999999999997,227.40000000000003,14,23,359
130,4082863,5.800000000000001,387.5,21,23,738
131,4088842,14.899999999999999,155.5,21,23,224
132,4095217,4.699999999999999,323.9,14,23,673
133,4102557,12.9,676.6,43,22,925
134,4120403,175.79999999999998,1007.5000000000001,38,23,1510
135,4137745,29.799999999999997,836.0,42,22,1141
136,4140926,10.899999999999999,227.0,42,22,263
137,4186010,14.1,251.40000000000003,11,23,404
138,4195964,38.3,448.40000000000003,27,23,715
139,4225412,50.3,1130.7,23,23,2248
140,4231989,10.2,260.5,12,23,425
141,4261260,2.5,374.20000000000005,17,23,528
142,4286657,8.9,312.5,27,23,357
143,4338344,5.5,354.90000000000003,29,23,643
144,4361577,112.5,1465.4,29,23,1876
145,4364079,51.5,1641.7,83,23,1424
146,4374427,6.7,182.8,20,23,259
147,4387844,17.1,188.3,11,23,296
148,4445837,13.9,130.5,32,22,187
149,4496414,9.0,109.7,19,22,192
150,4524349,26.3,364.20000000000005,29,21,398
151,4573013,13.899999999999999,263.90000000000003,32,23,443
152,4597166,7.5,61.7,20,23,76
153,4642457,7.800000000000001,198.60000000000002,19,23,310
154,4710740,9.5,87.9,14,23,142
155,4752206,13.299999999999999,202.9,11,23,372
156,4839533,13.7,209.3,13,23,468
157,4903043,31.5,721.1,52,23,860
158,4922072,2.5,77.2,11,23,210
159,4979200,9.0,236.60000000000002,28,23,441
160,5020210,47.599999999999994,365.90000000000003,28,23,598
161,5028667,9.0,198.7,27,23,336
162,5066694,25.8,364.1,43,23,547
163,5154444,9.2,266.6,26,23,459
164,5189513,12.700000000000001,372.90000000000003,26,23,715
165,5201714,19.6,547.8,26,21,828
166,5223307,6.4,199.3,13,21,428
167,5250412,3.6,345.00000000000006,22,22,752
168,5315279,39.4,3641.0,35,23,4318
169,5358079,13.5,484.70000000000005,24,23,596
170,5396057,12.2,498.6,26,23,846
171,5412158,14.3,58.1,15,23,52
172,5424550,104.5,1090.9,22,23,1517
173,5460550,17.9,388.3,39,23,612
174,5467215,18.799999999999997,216.0,25,23,396
175,5485673,11.4,203.9,20,23,291
176,5586064,25.200000000000003,277.40000000000003,18,22,370
177,5686843,27.1,367.1,52,23,724
178,5694160,17.7,1034.9,45,23,1903
179,5698511,9.5,656.8000000000001,33,23,1049
180,5710300,13.200000000000001,101.10000000000001,10,23,159
181,5786807,13.1,263.5,26,23,347
182,5837961,16.4,880.5,33,23,1576
183,5860001,15.0,779.2,36,23,1082
184,5865371,17.4,159.7,17,23,282
185,5938241,36.5,1039.7,26,23,1581
186,5942869,11.1,316.1,20,23,518
187,6015031,3.9000000000000004,426.1,15,23,800
188,6018416,11.2,359.1,35,23,662
189,6049053,9.1,515.2,29,23,870
190,6064746,5.4,211.6,27,23,343
191,6079735,30.300000000000004,171.70000000000002,17,23,272
192,6101177,33.7,1270.1000000000001,67,23,1943
193,6212208,6.9,352.1,52,23,516
194,6222588,53.7,497.4,25,23,763
195,6228124,16.3,130.5,14,23,233
196,6336487,48.7,418.0,36,23,463
197,6345483,4.4,1851.9,51,23,3246
198,6347508,13.200000000000001,137.2,21,23,224
199,6375695,7.0,179.10000000000002,21,23,309
200,6419226,5.8,50.5,12,23,74
201,6437749,13.600000000000001,343.8,20,23,742
202,6443596,16.1,582.5,25,23,989
203,6452476,22.6,540.9000000000001,22,23,786
204,6500341,13.2,121.20000000000002,32,21,170
205,6516360,21.9,191.8,30,23,255
206,6516985,3.6,77.50000000000001,14,23,118
207,6556740,10.600000000000001,276.6,22,23,384
208,6582864,38.7,219.40000000000003,20,21,175
209,6640205,14.899999999999999,117.1,22,23,271
210,6722083,11.6,216.4,18,23,381
211,6723204,3.6,51.7,8,23,111
212,6734365,8.100000000000001,64.10000000000001,9,23,117
213,6776778,14.600000000000001,197.9,20,23,330
214,6814789,29.5,717.5,26,23,1404
215,6847334,3.6,117.00000000000001,13,23,242
216,6884739,8.5,140.0,26,23,235
217,6926678,13.0,491.50000000000006,35,22,869
218,6966107,5.300000000000001,100.10000000000001,18,22,110
219,6997005,39.2,355.3,20,23,449
220,7011544,11.8,231.70000000000002,21,23,512
221,7030262,8.0,254.60000000000002,20,22,391
222,7055673,14.700000000000001,387.1,38,23,616
223,7072231,6.9,261.40000000000003,16,23,393
224,7138866,19.6,372.1,24,23,554
225,7144740,5.300000000000001,597.9,15,23,1097
226,7202772,10.7,297.8,18,23,535
227,7226947,60.7,454.5,26,23,521
228,7234861,51.800000000000004,4244.900000000001,35,23,6149
229,7267531,22.200000000000003,254.5,28,23,346
230,7341876,17.9,317.70000000000005,38,23,484
231,7365270,4.0,69.30000000000001,16,23,132
232,7366396,16.9,318.40000000000003,28,23,605
233,7391440,16.700000000000003,182.3,17,23,243
234,7397337,20.8,849.0,20,23,1852
235,7436994,38.2,305.5,32,23,357
236,7446574,4.300000000000001,174.5,19,23,354
237,7585996,43.4,996.5,52,23,1307
238,7630304,12.2,708.9000000000001,23,23,1224
239,7646195,13.0,111.7,22,21,162
240,7723951,2.5,132.7,21,22,227
241,7766678,7.300000000000001,279.0,23,23,491
242,7774023,16.4,621.3000000000001,18,23,1770
243,7788241,31.1,252.40000000000003,22,23,478
244,7799018,8.0,297.1,18,22,554
245,7853740,46.2,520.5,33,23,638
246,7874812,6.1,75.5,21,22,133
247,7892881,48.9,507.6,39,23,729
248,7959667,19.400000000000002,114.5,17,23,126
249,8045744,12.4,626.7,23,23,810
250,8052951,29.1,298.90000000000003,19,21,475
251,8197937,39.7,785.8000000000001,27,23,994
252,8213864,67.2,730.4000000000001,27,23,1087
253,8217647,15.299999999999999,462.90000000000003,23,23,925
254,8231529,30.1,303.0,21,23,460
255,8240912,16.7,396.6,24,23,572
256,8249269,12.700000000000001,862.8,26,23,1229
257,8311653,2.5,83.30000000000001,18,23,220
258,8325510,11.9,1452.4,65,23,3043
259,8354126,3.3,1111.1,35,23,1782
260,8370322,15.2,306.9,25,23,529
261,8382449,32.3,572.6999999999999,33,23,1017
262,8397935,5.0,204.20000000000002,51,23,296
263,8406569,10.1,193.6,34,23,243
264,8440456,8.399999999999999,919.2,120,22,1180
265,8443684,16.6,732.3,62,23,1093
266,8446375,4.7,32.7,20,23,32
267,8499333,13.1,335.70000000000005,22,23,574
268,8499885,30.0,233.0,23,23,519
269,8596951,45.1,1337.7,30,23,2037
270,8686191,8.6,430.3,23,23,649
271,8702919,29.300000000000004,812.8000000000001,35,23,1105
272,8747297,5.0,26.5,8,23,33
273,8801409,16.0,477.40000000000003,41,22,956
274,8820897,14.100000000000001,262.2,16,23,386
275,8847877,30.5,481.6,36,23,690
276,8856141,6.1,92.70000000000002,22,21,155
277,8886191,36.3,1618.9,64,23,2630
278,8913893,31.4,442.1,28,23,538
279,8915107,41.5,625.3000000000001,40,23,1019
280,8917150,28.200000000000003,833.4000000000001,39,23,1623
281,8973625,8.100000000000001,167.9,14,23,284
282,9144935,7.7,115.70000000000002,19,23,215
283,9149930,15.399999999999999,361.0,17,23,527
284,9219164,54.1,957.2,30,23,1394
285,9268397,19.3,198.8,17,23,360
286,9290733,50.900000000000006,744.2,35,23,1294
287,9371856,14.6,335.70000000000005,27,23,411
288,9451374,15.099999999999998,807.0,40,23,1242
289,9500401,44.7,960.6,19,22,1557
290,9524175,10.600000000000001,786.7,50,23,1093
291,9528671,32.5,585.0,32,22,809
292,9551296,15.0,390.8,21,23,679
293,9560592,15.899999999999999,209.5,19,23,315
294,9639120,33.5,1468.2,30,23,2081
295,9661335,5.800000000000001,178.6,25,23,208
296,9695904,32.7,300.8,23,23,644
297,9710339,36.6,432.3,25,23,445
298,9774692,51.5,1092.7,21,23,1932
299,9784313,7.5,152.0,24,23,225
300,9790596,10.899999999999999,128.4,33,22,179
301,9860181,6.1000000000000005,120.30000000000001,18,21,171
302,9863416,17.0,438.00000000000006,19,20,908
303,9886065,50.6,472.00000000000006,22,23,769
304,10020755,5.8,865.4000000000001,22,23,1445
305,10149605,17.6,371.90000000000003,28,23,499
306,10211498,15.899999999999999,1409.9,52,23,2122
307,10297132,50.2,978.8,48,23,1594
308,10303832,43.4,807.5000000000001,29,23,1330
309,10319860,44.5,916.0,89,23,899
310,10335403,7.9,123.5,36,22,195
311,10437655,25.4,472.20000000000005,32,23,744
312,10455102,40.9,398.90000000000003,20,23,674
313,10539406,33.7,517.3,43,23,1005
314,10653322,8.3,47.5,9,23,58
315,10705215,51.1,883.4000000000001,32,23,1516
316,10763896,17.6,284.0,24,23,373
317,10765825,17.8,416.70000000000005,29,23,534
318,10770527,26.700000000000003,358.90000000000003,18,23,428
319,10773940,21.1,491.5,25,23,795
320,10815578,8.5,262.8,41,23,443
321,10833396,6.800000000000001,88.7,21,22,156
322,10856328,7.5,161.9,11,22,383
323,10864414,8.399999999999999,663.0,19,23,1366
324,10878250,18.1,400.70000000000005,27,23,587
325,10936698,6.9,604.0,62,23,958
326,10960939,11.0,120.3,32,23,177
327,10980798,16.7,340.8,34,23,508
328,10982501,13.3,1111.9,39,23,2052
329,10990641,11.3,213.7,36,23,327
330,10994058,20.2,69.8,10,17,87
331,11007737,8.4,72.5,13,22,124
332,11027223,19.7,268.3,16,23,372
333,11053843,22.2,299.0,14,23,504
334,11089553,9.5,449.3,72,23,640
335,11141921,26.8,424.70000000000005,28,23,764
336,11162300,9.5,379.50000000000006,25,23,998
337,11197151,31.1,1512.2000000000003,35,23,2293
338,11257305,34.5,577.1,36,23,680
339,11313328,24.799999999999997,559.2,22,23,1110
340,11346135,20.7,169.3,18,23,272
341,11412443,28.200000000000003,1059.5,29,23,1972
342,11414403,4.7,211.8,25,22,439
343,11415302,14.2,564.5,51,23,792
344,11427000,28.3,389.1,29,22,508
345,11431275,15.9,413.6,16,23,934
346,11551181,16.6,486.40000000000003,25,23,1009
347,11552428,24.5,466.40000000000003,35,23,624
348,11589162,16.4,201.90000000000003,16,23,297
349,11595413,12.6,620.2,18,23,1253
350,11612875,6.0,235.10000000000002,14,22,515
351,11669469,7.2,99.70000000000002,20,23,137
352,11682531,26.1,925.6000000000001,38,23,1114
353,11683492,26.799999999999997,709.4000000000001,45,23,1181
354,11758356,20.900000000000002,835.6,24,23,1443
355,11774110,21.2,247.50000000000003,44,23,328
356,11818955,3.9000000000000004,95.3,46,23,163
357,11879849,13.3,269.0,17,23,387
358,11910007,33.2,919.1000000000001,33,23,1233
359,11917811,17.5,170.6,18,23,283
360,11966763,50.2,526.9000000000001,29,23,772
361,11975256,3.9000000000000004,103.10000000000001,16,23,165
362,11993970,13.8,694.4,44,22,880
363,12012359,20.200000000000003,134.3,22,23,215
364,12051954,10.1,444.3,32,23,717
365,12163667,3.9000000000000004,156.10000000000002,20,23,339
366,12210870,119.9,745.1,32,23,1172
367,12214179,28.9,773.9,26,23,1528
368,12222620,10.100000000000001,289.1,31,23,550
369,12283105,3.6,162.0,22,23,433
370,12297890,47.7,317.40000000000003,17,23,386
371,12322077,30.2,286.3,33,23,290
372,12369583,55.0,296.8,18,23,356
373,12373370,5.1,463.70000000000005,31,23,845
374,12428085,22.2,642.9,62,23,1063
375,12510155,40.0,463.9,35,23,758
376,12568217,16.0,198.3,16,23,415
377,12570225,59.2,1050.0,25,23,1756
378,12571684,3.9000000000000004,639.5,23,23,1509
379,12605760,6.5,138.4,11,21,234
380,12628544,63.5,875.9000000000001,41,23,927
381,12684051,43.2,1125.0,19,23,1375
382,12730285,10.0,190.3,16,23,325
383,12731267,4.0,196.1,13,23,456
384,12746210,12.2,860.4,49,23,1551
385,12833799,51.2,1686.3000000000002,61,23,1860
386,12906922,11.899999999999999,460.50000000000006,31,23,1024
387,12940608,55.1,1258.3,36,23,1776
388,12970967,4.699999999999999,64.6,9,22,126
389,12990018,5.300000000000001,167.6,15,23,277
390,13014253,19.400000000000002,233.7,30,23,330
391,13069552,6.6,412.70000000000005,28,23,816
392,13079368,12.3,357.6,15,23,709
393,13081722,14.7,290.9,26,23,550
394,13099562,6.4,332.4,38,23,664
395,13103318,37.0,528.6,25,23,833
396,13161427,11.7,312.50000000000006,20,23,493
397,13166978,6.4,313.1,12,23,710
398,13213333,62.3,844.4000000000001,60,23,936
399,13228640,3.6,120.10000000000001,15,23,215
400,13248817,9.2,223.0,30,23,425
401,13403684,13.6,311.1,14,23,460
402,13444072,8.4,101.8,16,23,157
403,13630759,7.5,193.60000000000002,23,23,483
404,13666087,17.700000000000003,476.8,30,23,917
405,13684026,8.200000000000001,302.40000000000003,29,23,484
406,13745443,8.100000000000001,552.9000000000001,22,23,1214
407,13818219,15.8,151.7,11,23,293
408,13824734,27.7,453.90000000000003,34,23,465
409,13834060,11.8,236.3,11,23,290
410,13843429,5.8,147.7,10,23,244
411,13861417,12.8,332.90000000000003,23,19,546
412,13869219,18.6,627.5,33,23,932
413,13933918,14.7,220.4,16,23,447
414,13948161,23.400000000000002,324.0,19,23,445
415,14012650,15.3,370.40000000000003,76,23,681
416,14017917,6.9,269.0,22,23,676
417,14053940,3.6,471.0,32,23,967
418,14067253,50.099999999999994,237.5,25,21,237
419,14144843,34.2,983.3000000000001,36,23,1386
420,14281644,57.4,868.2,24,23,1646
421,14282886,19.1,149.20000000000002,15,23,256
422,14355777,10.0,251.3,42,23,409
423,14444168,15.0,525.1,21,23,1049
424,14447131,51.0,1190.1,32,23,2273
425,14506759,21.8,623.4,46,23,773
426,14512595,6.5,68.9,30,23,117
427,14515063,171.2,697.6,24,23,747
428,14577083,18.7,163.4,15,23,295
429,14621752,7.6,243.5,30,23,466
430,14705382,2.5,201.4,26,23,380
431,14735918,22.4,677.7,22,23,1349
432,14759968,15.3,642.5,21,23,1145
433,14804631,13.0,362.2,26,23,507
434,14946743,11.7,62.6,12,23,93
435,15089689,48.6,326.3,20,23,458
436,15120218,20.0,218.40000000000003,24,23,422
437,15171548,27.799999999999997,774.7,30,23,1712
438,15304564,9.6,147.3,21,23,219
439,15381495,11.8,284.20000000000005,18,23,557
440,15386874,69.89999999999999,476.20000000000005,41,23,619
441,15437545,82.60000000000001,1286.9,41,23,2574
442,15461896,10.8,124.60000000000001,14,22,219
443,15473588,17.8,310.90000000000003,35,23,396
444,15494311,10.7,383.6,29,23,649
445,15511710,62.2,822.9000000000001,29,23,1019
446,15541192,99.0,2209.5,23,23,3064
447,15600560,29.7,285.40000000000003,28,23,429
448,15688979,52.5,563.1,36,23,714
449,15735335,10.0,121.7,31,23,176
450,15758254,34.800000000000004,170.10000000000002,18,23,189
451,15821703,4.5,412.7,28,23,850
452,15950724,11.7,235.8,61,23,303
453,15957740,21.3,1725.0,67,23,2205
454,15987177,24.7,529.4000000000001,51,23,735
455,15997681,8.7,201.9,18,23,260
456,16043768,10.4,108.0,15,23,189
457,16061238,7.200000000000001,58.9,8,23,140
458,16066732,71.1,1144.8000000000002,28,23,1544
459,16096940,24.5,426.5,29,23,631
460,16112876,28.599999999999998,201.0,13,23,281
461,16137242,28.1,213.60000000000002,21,23,378
462,16259607,5.300000000000001,158.9,25,22,240
463,16332862,131.5,781.0,25,23,1706
464,16344267,4.0,244.60000000000002,45,23,406
465,16354041,15.600000000000001,141.5,19,23,188
466,16407705,11.1,494.40000000000003,32,23,800
467,16493838,13.0,132.8,27,22,203
468,16511689,10.0,138.5,16,23,197
469,16590671,32.2,497.3,42,23,601
470,16611975,15.6,127.1,17,22,179
471,16623516,51.400000000000006,826.4,19,23,1572
472,16641115,6.6,186.50000000000003,23,23,387
473,16676403,46.4,1854.9,26,23,2662
474,16740912,28.0,292.0,36,23,370
475,16788720,7.800000000000001,695.9000000000001,58,23,1173
476,16807373,34.8,1161.7,29,23,2365
477,16832057,30.599999999999998,415.6,34,23,715
478,16905986,7.6000000000000005,195.9,23,23,375
479,16906970,5.800000000000001,269.70000000000005,23,23,557
480,16918270,7.9,84.2,22,23,82
481,16921029,56.199999999999996,395.4,21,22,559
482,16943596,17.2,445.6,37,23,627
483,17037975,8.0,127.60000000000001,19,23,191
484,17114423,3.3,285.7,12,23,655
485,17117517,58.2,493.1,29,23,491
486,17152310,6.5,266.0,21,23,458
487,17216075,42.0,742.0999999999999,57,23,1022
488,17276026,10.5,148.60000000000002,15,23,224
489,17328648,46.7,576.2,56,23,788
490,17340020,31.6,268.7,28,23,567
491,17341591,11.7,825.7,41,23,1168
492,17343043,8.3,31.300000000000004,20,23,32
493,17362237,48.0,1158.2,70,23,1604
494,17373553,32.6,154.0,19,23,186
495,17374737,9.399999999999999,190.0,28,23,339
496,17432120,12.9,260.6,57,23,270
497,17458663,11.3,407.1,14,23,637
498,17503742,6.3,344.1,25,23,719
499,17529630,18.8,226.5,38,23,369
500,17552766,42.5,1074.3,33,23,1670
501,17628487,14.899999999999999,606.0000000000001,19,23,1379
502,17635361,26.9,614.9,25,23,967
503,17672892,39.9,533.7,26,22,575
504,17720083,11.1,240.8,22,23,388
505,17757827,9.5,319.90000000000003,19,23,571
506,17809628,23.7,239.90000000000003,62,23,379
507,17816597,14.7,636.4,32,21,1030
508,17821367,39.9,243.10000000000002,20,23,475
509,17825629,52.7,916.3000000000001,53,23,1128
510,17883538,18.200000000000003,867.9,34,23,1532
511,17886992,2.5,72.30000000000001,24,20,115
512,17908580,40.0,641.2,19,23,1258
513,17924218,47.5,661.8000000000001,30,23,1070
514,17979588,12.2,338.40000000000003,31,23,394
515,18030487,8.9,25.200000000000003,9,18,24
516,18031985,14.100000000000001,148.70000000000002,12,23,264
517,18072808,17.3,142.2,20,23,111
518,18205111,21.7,283.9,17,23,459
519,18207861,25.0,243.90000000000003,16,23,350
520,18216712,5.1,392.3,13,16,356
521,18244844,26.700000000000003,478.50000000000006,65,23,512
522,18288442,10.3,192.6,69,23,365
523,18301670,15.0,178.7,16,21,259
524,18318788,35.6,512.6,36,23,601
525,18375619,14.7,269.1,23,23,332
526,18391635,38.599999999999994,616.4000000000001,29,23,897
527,18597404,33.8,560.7,35,23,692
528,18649051,9.6,334.6,17,23,618
529,18672302,4.300000000000001,223.20000000000002,17,23,468
530,18728199,12.0,1034.7,25,23,1988
531,18757834,6.3,288.40000000000003,30,23,446
532,18781926,43.4,1551.1,40,23,1890
533,18883390,39.5,636.9000000000001,21,23,1178
534,18927299,76.1,896.6,41,23,879
535,18970782,20.0,739.1,20,23,1363
536,18997016,73.2,586.2,39,23,630
537,19132982,19.5,328.8,14,23,801
538,19146119,18.299999999999997,889.3,36,23,1366
539,19229301,46.099999999999994,458.5,15,23,664
540,19277570,27.5,961.9000000000001,15,23,1557
541,19282406,5.5,1257.3,45,23,2221
542,19335772,8.3,510.90000000000003,31,23,859
543,19338057,27.5,174.1,26,23,187
544,19353465,11.9,372.70000000000005,33,23,596
545,19373594,19.1,277.6,15,23,396
546,19388858,29.4,679.2,51,23,1228
547,19399879,16.0,884.2,30,23,1964
548,19414367,9.4,229.3,20,23,322
549,19447970,11.2,515.8,29,23,754
550,19463984,9.1,492.5,22,23,847
551,19478600,8.6,98.10000000000001,46,23,248
552,19524440,10.2,167.10000000000002,14,23,217
553,19561223,16.5,131.10000000000002,17,22,192
554,19581999,12.8,301.5,28,23,422
555,19589004,14.099999999999998,363.9,33,23,503
556,19665682,5.9,402.00000000000006,23,23,669
557,19708378,34.900000000000006,1412.8,48,22,2302
558,19711693,7.5,235.00000000000003,42,21,435
559,19716129,7.4,638.3000000000001,43,23,960
560,19769406,25.6,317.3,19,23,560
561,19805334,33.9,780.0,20,23,1410
562,19831033,13.5,295.20000000000005,11,23,457
563,19858379,8.200000000000001,262.6,21,23,420
564,19900342,7.5,213.70000000000002,26,23,436
565,19911284,55.0,1327.7000000000003,42,23,1662
566,19985990,6.2,175.9,20,23,317
567,20030843,4.4,140.20000000000002,15,23,279
568,20078969,5.0,99.60000000000001,17,23,235
569,20080716,2.5,304.6,31,23,499
570,20097010,6.9,107.30000000000001,15,22,163
571,20116814,13.9,377.1,26,23,700
572,20174399,15.3,316.8,28,23,380
573,20201571,15.600000000000001,154.0,19,23,242
574,20243905,12.2,663.6,44,23,850
575,20264430,27.5,1179.0,49,23,1836
576,20347929,12.299999999999999,318.70000000000005,15,23,636
577,20379505,144.6,638.3,29,23,765
578,20463565,5.0,191.8,21,23,426
579,20472131,16.299999999999997,570.6,20,23,1087
580,20487789,11.3,169.0,19,22,399
581,20497713,14.200000000000001,349.7,19,23,825
582,20509405,10.3,355.6,23,23,521
583,20543670,10.4,570.1,18,22,1108
584,20560924,5.5,507.0,28,23,933
585,20564639,27.5,285.20000000000005,22,23,460
586,20653615,27.0,352.0,19,23,650
587,20683555,7.800000000000001,97.9,14,23,191
588,20686051,7.699999999999999,353.1,30,23,489
589,20694838,13.1,351.80000000000007,29,22,658
590,20773583,5.3,307.4,45,22,476
591,20782693,5.1,100.30000000000001,16,22,163
592,20786149,41.9,1903.8,25,23,4080
593,20799662,13.8,145.9,15,23,228
594,20824894,28.4,210.3,33,23,194
595,20849275,42.0,1434.8,29,23,2920
596,20903813,90.7,745.3,30,23,1157
597,20997825,2.5,694.3000000000001,43,21,1235
598,21023173,11.7,470.7,23,23,688
599,21035609,4.1000000000000005,793.7,35,23,1257
600,21038500,18.3,444.0,37,23,740
601,21085638,15.3,167.7,15,22,285
602,21089878,17.299999999999997,154.1,11,23,330
603,21115351,11.899999999999999,110.30000000000001,22,23,216
604,21131024,18.0,241.3,30,23,390
605,21195090,14.100000000000001,229.20000000000002,14,23,345
606,21202467,8.399999999999999,227.10000000000002,38,23,403
607,21332019,15.8,406.20000000000005,24,23,811
608,21355438,35.8,376.80000000000007,19,23,505
609,21357495,7.5,163.60000000000002,9,23,203
610,21358985,6.800000000000001,302.70000000000005,34,23,555
611,21362103,8.0,194.90000000000003,17,23,400
612,21375743,44.3,508.6,52,23,680
613,21386838,16.2,498.8,28,23,1011
614,21397909,19.799999999999997,180.60000000000002,11,23,256
615,21447166,16.2,191.10000000000002,13,23,212
616,21465106,102.5,1258.0,50,23,1702
617,21507233,35.7,361.20000000000005,39,23,546
618,21562611,52.0,1196.0,44,23,2165
